N,CPU,Compilation Parameter,t(s)
435,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
436,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
437,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
438,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
439,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
440,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
441,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
442,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
443,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
444,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
445,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
446,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
447,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
448,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
449,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
450,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
451,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
452,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
453,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
454,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
455,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
456,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
457,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
458,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
459,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
460,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
461,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
462,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
463,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
464,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
465,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
466,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
467,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
468,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
469,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
470,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
471,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
472,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
473,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
474,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
475,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
476,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
477,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
478,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
479,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
480,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
481,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
482,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
483,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
484,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
485,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
486,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
487,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
488,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
489,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
490,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
491,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
492,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
493,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
494,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
495,2.7 GHz Intel Core i5 Dual-Core,O2,0.000001
496,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
497,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
498,2.7 GHz Intel Core i5 Dual-Core,O2,0.000002
499,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
500,2.7 GHz Intel Core i5 Dual-Core,O2,0.000000
