N,CPU,Compilation Parameter,t(s)
115,2.7 GHz Intel Core i5 Dual-Core,O1,0.000414
116,2.7 GHz Intel Core i5 Dual-Core,O1,0.000395
117,2.7 GHz Intel Core i5 Dual-Core,O1,0.000466
118,2.7 GHz Intel Core i5 Dual-Core,O1,0.000441
119,2.7 GHz Intel Core i5 Dual-Core,O1,0.000466
120,2.7 GHz Intel Core i5 Dual-Core,O1,0.000442
121,2.7 GHz Intel Core i5 Dual-Core,O1,0.000504
122,2.7 GHz Intel Core i5 Dual-Core,O1,0.000492
123,2.7 GHz Intel Core i5 Dual-Core,O1,0.000511
124,2.7 GHz Intel Core i5 Dual-Core,O1,0.000475
125,2.7 GHz Intel Core i5 Dual-Core,O1,0.000537
126,2.7 GHz Intel Core i5 Dual-Core,O1,0.000534
127,2.7 GHz Intel Core i5 Dual-Core,O1,0.000520
128,2.7 GHz Intel Core i5 Dual-Core,O1,0.000599
129,2.7 GHz Intel Core i5 Dual-Core,O1,0.000603
130,2.7 GHz Intel Core i5 Dual-Core,O1,0.000595
131,2.7 GHz Intel Core i5 Dual-Core,O1,0.000636
132,2.7 GHz Intel Core i5 Dual-Core,O1,0.000574
133,2.7 GHz Intel Core i5 Dual-Core,O1,0.000659
134,2.7 GHz Intel Core i5 Dual-Core,O1,0.000654
135,2.7 GHz Intel Core i5 Dual-Core,O1,0.000683
136,2.7 GHz Intel Core i5 Dual-Core,O1,0.000634
137,2.7 GHz Intel Core i5 Dual-Core,O1,0.000713
138,2.7 GHz Intel Core i5 Dual-Core,O1,0.000720
139,2.7 GHz Intel Core i5 Dual-Core,O1,0.000739
140,2.7 GHz Intel Core i5 Dual-Core,O1,0.000686
141,2.7 GHz Intel Core i5 Dual-Core,O1,0.000776
142,2.7 GHz Intel Core i5 Dual-Core,O1,0.000769
143,2.7 GHz Intel Core i5 Dual-Core,O1,0.000804
144,2.7 GHz Intel Core i5 Dual-Core,O1,0.000768
145,2.7 GHz Intel Core i5 Dual-Core,O1,0.000844
146,2.7 GHz Intel Core i5 Dual-Core,O1,0.000823
147,2.7 GHz Intel Core i5 Dual-Core,O1,0.000875
148,2.7 GHz Intel Core i5 Dual-Core,O1,0.000804
149,2.7 GHz Intel Core i5 Dual-Core,O1,0.000918
150,2.7 GHz Intel Core i5 Dual-Core,O1,0.000897
151,2.7 GHz Intel Core i5 Dual-Core,O1,0.000938
152,2.7 GHz Intel Core i5 Dual-Core,O1,0.000885
153,2.7 GHz Intel Core i5 Dual-Core,O1,0.000992
154,2.7 GHz Intel Core i5 Dual-Core,O1,0.000993
155,2.7 GHz Intel Core i5 Dual-Core,O1,0.001021
156,2.7 GHz Intel Core i5 Dual-Core,O1,0.000944
157,2.7 GHz Intel Core i5 Dual-Core,O1,0.001070
158,2.7 GHz Intel Core i5 Dual-Core,O1,0.001056
159,2.7 GHz Intel Core i5 Dual-Core,O1,0.001087
160,2.7 GHz Intel Core i5 Dual-Core,O1,0.001108
161,2.7 GHz Intel Core i5 Dual-Core,O1,0.001153
162,2.7 GHz Intel Core i5 Dual-Core,O1,0.001131
163,2.7 GHz Intel Core i5 Dual-Core,O1,0.001173
164,2.7 GHz Intel Core i5 Dual-Core,O1,0.001089
165,2.7 GHz Intel Core i5 Dual-Core,O1,0.001241
166,2.7 GHz Intel Core i5 Dual-Core,O1,0.001216
167,2.7 GHz Intel Core i5 Dual-Core,O1,0.001265
168,2.7 GHz Intel Core i5 Dual-Core,O1,0.001214
169,2.7 GHz Intel Core i5 Dual-Core,O1,0.001329
170,2.7 GHz Intel Core i5 Dual-Core,O1,0.001390
171,2.7 GHz Intel Core i5 Dual-Core,O1,0.001510
172,2.7 GHz Intel Core i5 Dual-Core,O1,0.001290
173,2.7 GHz Intel Core i5 Dual-Core,O1,0.001428
174,2.7 GHz Intel Core i5 Dual-Core,O1,0.001405
175,2.7 GHz Intel Core i5 Dual-Core,O1,0.001447
176,2.7 GHz Intel Core i5 Dual-Core,O1,0.001406
177,2.7 GHz Intel Core i5 Dual-Core,O1,0.001522
178,2.7 GHz Intel Core i5 Dual-Core,O1,0.001489
179,2.7 GHz Intel Core i5 Dual-Core,O1,0.001563
180,2.7 GHz Intel Core i5 Dual-Core,O1,0.001442
181,2.7 GHz Intel Core i5 Dual-Core,O1,0.001621
182,2.7 GHz Intel Core i5 Dual-Core,O1,0.001595
183,2.7 GHz Intel Core i5 Dual-Core,O1,0.001671
184,2.7 GHz Intel Core i5 Dual-Core,O1,0.001571
185,2.7 GHz Intel Core i5 Dual-Core,O1,0.001747
186,2.7 GHz Intel Core i5 Dual-Core,O1,0.001713
187,2.7 GHz Intel Core i5 Dual-Core,O1,0.001792
188,2.7 GHz Intel Core i5 Dual-Core,O1,0.001664
189,2.7 GHz Intel Core i5 Dual-Core,O1,0.001862
190,2.7 GHz Intel Core i5 Dual-Core,O1,0.001824
191,2.7 GHz Intel Core i5 Dual-Core,O1,0.001897
192,2.7 GHz Intel Core i5 Dual-Core,O1,0.001946
193,2.7 GHz Intel Core i5 Dual-Core,O1,0.001987
194,2.7 GHz Intel Core i5 Dual-Core,O1,0.001950
195,2.7 GHz Intel Core i5 Dual-Core,O1,0.002109
196,2.7 GHz Intel Core i5 Dual-Core,O1,0.001877
197,2.7 GHz Intel Core i5 Dual-Core,O1,0.002363
198,2.7 GHz Intel Core i5 Dual-Core,O1,0.002073
199,2.7 GHz Intel Core i5 Dual-Core,O1,0.002153
200,2.7 GHz Intel Core i5 Dual-Core,O1,0.002012
201,2.7 GHz Intel Core i5 Dual-Core,O1,0.002246
202,2.7 GHz Intel Core i5 Dual-Core,O1,0.002198
203,2.7 GHz Intel Core i5 Dual-Core,O1,0.002297
204,2.7 GHz Intel Core i5 Dual-Core,O1,0.002137
205,2.7 GHz Intel Core i5 Dual-Core,O1,0.002943
206,2.7 GHz Intel Core i5 Dual-Core,O1,0.002332
207,2.7 GHz Intel Core i5 Dual-Core,O1,0.002454
208,2.7 GHz Intel Core i5 Dual-Core,O1,0.002290
209,2.7 GHz Intel Core i5 Dual-Core,O1,0.002528
210,2.7 GHz Intel Core i5 Dual-Core,O1,0.002500
211,2.7 GHz Intel Core i5 Dual-Core,O1,0.002586
212,2.7 GHz Intel Core i5 Dual-Core,O1,0.002371
213,2.7 GHz Intel Core i5 Dual-Core,O1,0.002628
214,2.7 GHz Intel Core i5 Dual-Core,O1,0.002662
215,2.7 GHz Intel Core i5 Dual-Core,O1,0.002705
216,2.7 GHz Intel Core i5 Dual-Core,O1,0.002527
217,2.7 GHz Intel Core i5 Dual-Core,O1,0.002818
218,2.7 GHz Intel Core i5 Dual-Core,O1,0.002764
219,2.7 GHz Intel Core i5 Dual-Core,O1,0.002887
220,2.7 GHz Intel Core i5 Dual-Core,O1,0.002652
221,2.7 GHz Intel Core i5 Dual-Core,O1,0.002972
222,2.7 GHz Intel Core i5 Dual-Core,O1,0.002923
223,2.7 GHz Intel Core i5 Dual-Core,O1,0.003048
224,2.7 GHz Intel Core i5 Dual-Core,O1,0.003087
225,2.7 GHz Intel Core i5 Dual-Core,O1,0.003132
226,2.7 GHz Intel Core i5 Dual-Core,O1,0.003074
227,2.7 GHz Intel Core i5 Dual-Core,O1,0.003200
228,2.7 GHz Intel Core i5 Dual-Core,O1,0.002960
229,2.7 GHz Intel Core i5 Dual-Core,O1,0.003287
230,2.7 GHz Intel Core i5 Dual-Core,O1,0.003227
231,2.7 GHz Intel Core i5 Dual-Core,O1,0.003356
232,2.7 GHz Intel Core i5 Dual-Core,O1,0.003156
233,2.7 GHz Intel Core i5 Dual-Core,O1,0.003498
234,2.7 GHz Intel Core i5 Dual-Core,O1,0.003396
235,2.7 GHz Intel Core i5 Dual-Core,O1,0.003526
236,2.7 GHz Intel Core i5 Dual-Core,O1,0.003277
237,2.7 GHz Intel Core i5 Dual-Core,O1,0.003636
238,2.7 GHz Intel Core i5 Dual-Core,O1,0.003568
239,2.7 GHz Intel Core i5 Dual-Core,O1,0.004294
240,2.7 GHz Intel Core i5 Dual-Core,O1,0.003504
241,2.7 GHz Intel Core i5 Dual-Core,O1,0.004403
242,2.7 GHz Intel Core i5 Dual-Core,O1,0.004056
243,2.7 GHz Intel Core i5 Dual-Core,O1,0.004009
244,2.7 GHz Intel Core i5 Dual-Core,O1,0.003626
245,2.7 GHz Intel Core i5 Dual-Core,O1,0.004044
246,2.7 GHz Intel Core i5 Dual-Core,O1,0.003948
247,2.7 GHz Intel Core i5 Dual-Core,O1,0.004270
248,2.7 GHz Intel Core i5 Dual-Core,O1,0.003793
249,2.7 GHz Intel Core i5 Dual-Core,O1,0.004236
250,2.7 GHz Intel Core i5 Dual-Core,O1,0.007697
251,2.7 GHz Intel Core i5 Dual-Core,O1,0.007341
252,2.7 GHz Intel Core i5 Dual-Core,O1,0.012978
253,2.7 GHz Intel Core i5 Dual-Core,O1,0.004439
254,2.7 GHz Intel Core i5 Dual-Core,O1,0.004469
255,2.7 GHz Intel Core i5 Dual-Core,O1,0.004518
256,2.7 GHz Intel Core i5 Dual-Core,O1,0.009060
257,2.7 GHz Intel Core i5 Dual-Core,O1,0.005017
258,2.7 GHz Intel Core i5 Dual-Core,O1,0.005018
259,2.7 GHz Intel Core i5 Dual-Core,O1,0.007630
260,2.7 GHz Intel Core i5 Dual-Core,O1,0.006854
261,2.7 GHz Intel Core i5 Dual-Core,O1,0.005001
262,2.7 GHz Intel Core i5 Dual-Core,O1,0.004781
263,2.7 GHz Intel Core i5 Dual-Core,O1,0.004972
264,2.7 GHz Intel Core i5 Dual-Core,O1,0.004613
265,2.7 GHz Intel Core i5 Dual-Core,O1,0.005100
266,2.7 GHz Intel Core i5 Dual-Core,O1,0.005428
267,2.7 GHz Intel Core i5 Dual-Core,O1,0.005237
268,2.7 GHz Intel Core i5 Dual-Core,O1,0.004826
269,2.7 GHz Intel Core i5 Dual-Core,O1,0.005371
270,2.7 GHz Intel Core i5 Dual-Core,O1,0.005264
271,2.7 GHz Intel Core i5 Dual-Core,O1,0.006264
272,2.7 GHz Intel Core i5 Dual-Core,O1,0.005264
273,2.7 GHz Intel Core i5 Dual-Core,O1,0.006589
274,2.7 GHz Intel Core i5 Dual-Core,O1,0.005491
275,2.7 GHz Intel Core i5 Dual-Core,O1,0.005663
276,2.7 GHz Intel Core i5 Dual-Core,O1,0.005215
277,2.7 GHz Intel Core i5 Dual-Core,O1,0.005914
278,2.7 GHz Intel Core i5 Dual-Core,O1,0.005686
279,2.7 GHz Intel Core i5 Dual-Core,O1,0.005987
280,2.7 GHz Intel Core i5 Dual-Core,O1,0.005479
281,2.7 GHz Intel Core i5 Dual-Core,O1,0.006188
282,2.7 GHz Intel Core i5 Dual-Core,O1,0.005952
283,2.7 GHz Intel Core i5 Dual-Core,O1,0.006184
284,2.7 GHz Intel Core i5 Dual-Core,O1,0.005690
285,2.7 GHz Intel Core i5 Dual-Core,O1,0.006339
286,2.7 GHz Intel Core i5 Dual-Core,O1,0.006169
287,2.7 GHz Intel Core i5 Dual-Core,O1,0.006451
288,2.7 GHz Intel Core i5 Dual-Core,O1,0.006433
289,2.7 GHz Intel Core i5 Dual-Core,O1,0.006744
290,2.7 GHz Intel Core i5 Dual-Core,O1,0.006532
291,2.7 GHz Intel Core i5 Dual-Core,O1,0.006718
292,2.7 GHz Intel Core i5 Dual-Core,O1,0.006175
293,2.7 GHz Intel Core i5 Dual-Core,O1,0.007027
294,2.7 GHz Intel Core i5 Dual-Core,O1,0.006730
295,2.7 GHz Intel Core i5 Dual-Core,O1,0.006992
296,2.7 GHz Intel Core i5 Dual-Core,O1,0.006465
297,2.7 GHz Intel Core i5 Dual-Core,O1,0.007191
298,2.7 GHz Intel Core i5 Dual-Core,O1,0.007000
299,2.7 GHz Intel Core i5 Dual-Core,O1,0.007453
300,2.7 GHz Intel Core i5 Dual-Core,O1,0.006715
301,2.7 GHz Intel Core i5 Dual-Core,O1,0.007543
302,2.7 GHz Intel Core i5 Dual-Core,O1,0.007400
303,2.7 GHz Intel Core i5 Dual-Core,O1,0.007645
304,2.7 GHz Intel Core i5 Dual-Core,O1,0.007481
305,2.7 GHz Intel Core i5 Dual-Core,O1,0.007805
306,2.7 GHz Intel Core i5 Dual-Core,O1,0.007614
307,2.7 GHz Intel Core i5 Dual-Core,O1,0.009954
308,2.7 GHz Intel Core i5 Dual-Core,O1,0.007263
309,2.7 GHz Intel Core i5 Dual-Core,O1,0.008156
310,2.7 GHz Intel Core i5 Dual-Core,O1,0.007897
311,2.7 GHz Intel Core i5 Dual-Core,O1,0.008333
312,2.7 GHz Intel Core i5 Dual-Core,O1,0.007575
313,2.7 GHz Intel Core i5 Dual-Core,O1,0.008819
314,2.7 GHz Intel Core i5 Dual-Core,O1,0.008389
315,2.7 GHz Intel Core i5 Dual-Core,O1,0.010263
316,2.7 GHz Intel Core i5 Dual-Core,O1,0.007838
317,2.7 GHz Intel Core i5 Dual-Core,O1,0.010019
318,2.7 GHz Intel Core i5 Dual-Core,O1,0.008512
319,2.7 GHz Intel Core i5 Dual-Core,O1,0.008868
320,2.7 GHz Intel Core i5 Dual-Core,O1,0.009722
321,2.7 GHz Intel Core i5 Dual-Core,O1,0.010181
322,2.7 GHz Intel Core i5 Dual-Core,O1,0.013732
323,2.7 GHz Intel Core i5 Dual-Core,O1,0.009568
324,2.7 GHz Intel Core i5 Dual-Core,O1,0.008449
325,2.7 GHz Intel Core i5 Dual-Core,O1,0.009603
326,2.7 GHz Intel Core i5 Dual-Core,O1,0.009613
327,2.7 GHz Intel Core i5 Dual-Core,O1,0.009790
328,2.7 GHz Intel Core i5 Dual-Core,O1,0.008801
329,2.7 GHz Intel Core i5 Dual-Core,O1,0.010713
330,2.7 GHz Intel Core i5 Dual-Core,O1,0.009596
331,2.7 GHz Intel Core i5 Dual-Core,O1,0.010180
332,2.7 GHz Intel Core i5 Dual-Core,O1,0.009093
333,2.7 GHz Intel Core i5 Dual-Core,O1,0.010560
334,2.7 GHz Intel Core i5 Dual-Core,O1,0.010092
335,2.7 GHz Intel Core i5 Dual-Core,O1,0.010466
336,2.7 GHz Intel Core i5 Dual-Core,O1,0.010068
337,2.7 GHz Intel Core i5 Dual-Core,O1,0.010760
338,2.7 GHz Intel Core i5 Dual-Core,O1,0.010278
339,2.7 GHz Intel Core i5 Dual-Core,O1,0.010926
340,2.7 GHz Intel Core i5 Dual-Core,O1,0.009768
341,2.7 GHz Intel Core i5 Dual-Core,O1,0.014020
342,2.7 GHz Intel Core i5 Dual-Core,O1,0.011317
343,2.7 GHz Intel Core i5 Dual-Core,O1,0.011392
344,2.7 GHz Intel Core i5 Dual-Core,O1,0.010216
345,2.7 GHz Intel Core i5 Dual-Core,O1,0.011555
346,2.7 GHz Intel Core i5 Dual-Core,O1,0.011098
347,2.7 GHz Intel Core i5 Dual-Core,O1,0.011795
348,2.7 GHz Intel Core i5 Dual-Core,O1,0.010503
349,2.7 GHz Intel Core i5 Dual-Core,O1,0.012920
350,2.7 GHz Intel Core i5 Dual-Core,O1,0.011569
351,2.7 GHz Intel Core i5 Dual-Core,O1,0.012335
352,2.7 GHz Intel Core i5 Dual-Core,O1,0.011626
353,2.7 GHz Intel Core i5 Dual-Core,O1,0.012563
354,2.7 GHz Intel Core i5 Dual-Core,O1,0.011953
355,2.7 GHz Intel Core i5 Dual-Core,O1,0.013042
356,2.7 GHz Intel Core i5 Dual-Core,O1,0.011717
357,2.7 GHz Intel Core i5 Dual-Core,O1,0.013496
358,2.7 GHz Intel Core i5 Dual-Core,O1,0.012510
359,2.7 GHz Intel Core i5 Dual-Core,O1,0.013558
360,2.7 GHz Intel Core i5 Dual-Core,O1,0.011964
361,2.7 GHz Intel Core i5 Dual-Core,O1,0.018068
362,2.7 GHz Intel Core i5 Dual-Core,O1,0.014038
363,2.7 GHz Intel Core i5 Dual-Core,O1,0.013840
364,2.7 GHz Intel Core i5 Dual-Core,O1,0.012012
365,2.7 GHz Intel Core i5 Dual-Core,O1,0.015040
366,2.7 GHz Intel Core i5 Dual-Core,O1,0.014213
367,2.7 GHz Intel Core i5 Dual-Core,O1,0.014467
368,2.7 GHz Intel Core i5 Dual-Core,O1,0.013206
369,2.7 GHz Intel Core i5 Dual-Core,O1,0.015394
370,2.7 GHz Intel Core i5 Dual-Core,O1,0.013658
371,2.7 GHz Intel Core i5 Dual-Core,O1,0.015457
372,2.7 GHz Intel Core i5 Dual-Core,O1,0.012764
373,2.7 GHz Intel Core i5 Dual-Core,O1,0.015590
374,2.7 GHz Intel Core i5 Dual-Core,O1,0.014082
375,2.7 GHz Intel Core i5 Dual-Core,O1,0.016298
376,2.7 GHz Intel Core i5 Dual-Core,O1,0.013617
377,2.7 GHz Intel Core i5 Dual-Core,O1,0.016837
378,2.7 GHz Intel Core i5 Dual-Core,O1,0.014643
379,2.7 GHz Intel Core i5 Dual-Core,O1,0.016871
380,2.7 GHz Intel Core i5 Dual-Core,O1,0.013700
381,2.7 GHz Intel Core i5 Dual-Core,O1,0.017666
382,2.7 GHz Intel Core i5 Dual-Core,O1,0.015060
383,2.7 GHz Intel Core i5 Dual-Core,O1,0.016327
384,2.7 GHz Intel Core i5 Dual-Core,O1,0.026564
385,2.7 GHz Intel Core i5 Dual-Core,O1,0.017243
386,2.7 GHz Intel Core i5 Dual-Core,O1,0.015901
387,2.7 GHz Intel Core i5 Dual-Core,O1,0.018799
388,2.7 GHz Intel Core i5 Dual-Core,O1,0.014516
389,2.7 GHz Intel Core i5 Dual-Core,O1,0.020595
390,2.7 GHz Intel Core i5 Dual-Core,O1,0.023003
391,2.7 GHz Intel Core i5 Dual-Core,O1,0.019556
392,2.7 GHz Intel Core i5 Dual-Core,O1,0.015240
393,2.7 GHz Intel Core i5 Dual-Core,O1,0.020094
394,2.7 GHz Intel Core i5 Dual-Core,O1,0.018120
395,2.7 GHz Intel Core i5 Dual-Core,O1,0.019696
396,2.7 GHz Intel Core i5 Dual-Core,O1,0.015454
397,2.7 GHz Intel Core i5 Dual-Core,O1,0.020797
398,2.7 GHz Intel Core i5 Dual-Core,O1,0.018663
399,2.7 GHz Intel Core i5 Dual-Core,O1,0.020146
400,2.7 GHz Intel Core i5 Dual-Core,O1,0.017007
401,2.7 GHz Intel Core i5 Dual-Core,O1,0.020683
402,2.7 GHz Intel Core i5 Dual-Core,O1,0.018254
403,2.7 GHz Intel Core i5 Dual-Core,O1,0.021993
404,2.7 GHz Intel Core i5 Dual-Core,O1,0.016550
405,2.7 GHz Intel Core i5 Dual-Core,O1,0.021852
406,2.7 GHz Intel Core i5 Dual-Core,O1,0.019434
407,2.7 GHz Intel Core i5 Dual-Core,O1,0.022868
408,2.7 GHz Intel Core i5 Dual-Core,O1,0.016989
409,2.7 GHz Intel Core i5 Dual-Core,O1,0.021541
410,2.7 GHz Intel Core i5 Dual-Core,O1,0.020632
411,2.7 GHz Intel Core i5 Dual-Core,O1,0.022616
412,2.7 GHz Intel Core i5 Dual-Core,O1,0.019330
413,2.7 GHz Intel Core i5 Dual-Core,O1,0.030714
414,2.7 GHz Intel Core i5 Dual-Core,O1,0.020803
415,2.7 GHz Intel Core i5 Dual-Core,O1,0.025054
416,2.7 GHz Intel Core i5 Dual-Core,O1,0.019526
417,2.7 GHz Intel Core i5 Dual-Core,O1,0.025823
418,2.7 GHz Intel Core i5 Dual-Core,O1,0.021704
419,2.7 GHz Intel Core i5 Dual-Core,O1,0.024773
420,2.7 GHz Intel Core i5 Dual-Core,O1,0.018637
421,2.7 GHz Intel Core i5 Dual-Core,O1,0.026146
422,2.7 GHz Intel Core i5 Dual-Core,O1,0.022721
423,2.7 GHz Intel Core i5 Dual-Core,O1,0.024759
424,2.7 GHz Intel Core i5 Dual-Core,O1,0.019353
425,2.7 GHz Intel Core i5 Dual-Core,O1,0.026782
426,2.7 GHz Intel Core i5 Dual-Core,O1,0.021812
427,2.7 GHz Intel Core i5 Dual-Core,O1,0.025751
428,2.7 GHz Intel Core i5 Dual-Core,O1,0.019556
429,2.7 GHz Intel Core i5 Dual-Core,O1,0.027408
430,2.7 GHz Intel Core i5 Dual-Core,O1,0.023303
431,2.7 GHz Intel Core i5 Dual-Core,O1,0.029006
432,2.7 GHz Intel Core i5 Dual-Core,O1,0.028839
433,2.7 GHz Intel Core i5 Dual-Core,O1,0.027529
434,2.7 GHz Intel Core i5 Dual-Core,O1,0.025647
435,2.7 GHz Intel Core i5 Dual-Core,O1,0.029541
436,2.7 GHz Intel Core i5 Dual-Core,O1,0.021657
