N,CPU,Compilation Parameter,t(s)
435,2.7 GHz Intel Core i5 Dual-Core,O3,0.103731
436,2.7 GHz Intel Core i5 Dual-Core,O3,0.100907
437,2.7 GHz Intel Core i5 Dual-Core,O3,0.102876
438,2.7 GHz Intel Core i5 Dual-Core,O3,0.102996
439,2.7 GHz Intel Core i5 Dual-Core,O3,0.103371
440,2.7 GHz Intel Core i5 Dual-Core,O3,0.102815
441,2.7 GHz Intel Core i5 Dual-Core,O3,0.103489
442,2.7 GHz Intel Core i5 Dual-Core,O3,0.103870
443,2.7 GHz Intel Core i5 Dual-Core,O3,0.103860
444,2.7 GHz Intel Core i5 Dual-Core,O3,0.105828
445,2.7 GHz Intel Core i5 Dual-Core,O3,0.105810
446,2.7 GHz Intel Core i5 Dual-Core,O3,0.106834
447,2.7 GHz Intel Core i5 Dual-Core,O3,0.106651
448,2.7 GHz Intel Core i5 Dual-Core,O3,0.106992
449,2.7 GHz Intel Core i5 Dual-Core,O3,0.108260
450,2.7 GHz Intel Core i5 Dual-Core,O3,0.108020
451,2.7 GHz Intel Core i5 Dual-Core,O3,0.109636
452,2.7 GHz Intel Core i5 Dual-Core,O3,0.109353
453,2.7 GHz Intel Core i5 Dual-Core,O3,0.109932
454,2.7 GHz Intel Core i5 Dual-Core,O3,0.109412
455,2.7 GHz Intel Core i5 Dual-Core,O3,0.111380
456,2.7 GHz Intel Core i5 Dual-Core,O3,0.111452
457,2.7 GHz Intel Core i5 Dual-Core,O3,0.111781
458,2.7 GHz Intel Core i5 Dual-Core,O3,0.112027
459,2.7 GHz Intel Core i5 Dual-Core,O3,0.111871
460,2.7 GHz Intel Core i5 Dual-Core,O3,0.113840
461,2.7 GHz Intel Core i5 Dual-Core,O3,0.112855
462,2.7 GHz Intel Core i5 Dual-Core,O3,0.113752
463,2.7 GHz Intel Core i5 Dual-Core,O3,0.114180
464,2.7 GHz Intel Core i5 Dual-Core,O3,0.115154
465,2.7 GHz Intel Core i5 Dual-Core,O3,0.115566
466,2.7 GHz Intel Core i5 Dual-Core,O3,0.116201
467,2.7 GHz Intel Core i5 Dual-Core,O3,0.115425
468,2.7 GHz Intel Core i5 Dual-Core,O3,0.117232
469,2.7 GHz Intel Core i5 Dual-Core,O3,0.117193
470,2.7 GHz Intel Core i5 Dual-Core,O3,0.118166
471,2.7 GHz Intel Core i5 Dual-Core,O3,0.119009
472,2.7 GHz Intel Core i5 Dual-Core,O3,0.117510
473,2.7 GHz Intel Core i5 Dual-Core,O3,0.120275
474,2.7 GHz Intel Core i5 Dual-Core,O3,0.120068
475,2.7 GHz Intel Core i5 Dual-Core,O3,0.120405
476,2.7 GHz Intel Core i5 Dual-Core,O3,0.119680
477,2.7 GHz Intel Core i5 Dual-Core,O3,0.122173
478,2.7 GHz Intel Core i5 Dual-Core,O3,0.122144
479,2.7 GHz Intel Core i5 Dual-Core,O3,0.123495
480,2.7 GHz Intel Core i5 Dual-Core,O3,0.123414
481,2.7 GHz Intel Core i5 Dual-Core,O3,0.124151
482,2.7 GHz Intel Core i5 Dual-Core,O3,0.123843
483,2.7 GHz Intel Core i5 Dual-Core,O3,0.124358
484,2.7 GHz Intel Core i5 Dual-Core,O3,0.125713
485,2.7 GHz Intel Core i5 Dual-Core,O3,0.141877
486,2.7 GHz Intel Core i5 Dual-Core,O3,0.138750
487,2.7 GHz Intel Core i5 Dual-Core,O3,0.136102
488,2.7 GHz Intel Core i5 Dual-Core,O3,0.127723
489,2.7 GHz Intel Core i5 Dual-Core,O3,0.127816
490,2.7 GHz Intel Core i5 Dual-Core,O3,0.129183
491,2.7 GHz Intel Core i5 Dual-Core,O3,0.128698
492,2.7 GHz Intel Core i5 Dual-Core,O3,0.130417
493,2.7 GHz Intel Core i5 Dual-Core,O3,0.129976
494,2.7 GHz Intel Core i5 Dual-Core,O3,0.131152
495,2.7 GHz Intel Core i5 Dual-Core,O3,0.145280
496,2.7 GHz Intel Core i5 Dual-Core,O3,0.135378
497,2.7 GHz Intel Core i5 Dual-Core,O3,0.147179
498,2.7 GHz Intel Core i5 Dual-Core,O3,0.141491
499,2.7 GHz Intel Core i5 Dual-Core,O3,0.140108
500,2.7 GHz Intel Core i5 Dual-Core,O3,0.138409
