N,CPU,Compilation Parameter,t(s)
435,2.7 GHz Intel Core i5 Dual-Core,O3,0.082898
436,2.7 GHz Intel Core i5 Dual-Core,O3,0.081997
437,2.7 GHz Intel Core i5 Dual-Core,O3,0.082948
438,2.7 GHz Intel Core i5 Dual-Core,O3,0.083255
439,2.7 GHz Intel Core i5 Dual-Core,O3,0.083513
440,2.7 GHz Intel Core i5 Dual-Core,O3,0.097721
441,2.7 GHz Intel Core i5 Dual-Core,O3,0.085199
442,2.7 GHz Intel Core i5 Dual-Core,O3,0.085943
443,2.7 GHz Intel Core i5 Dual-Core,O3,0.086629
444,2.7 GHz Intel Core i5 Dual-Core,O3,0.087373
445,2.7 GHz Intel Core i5 Dual-Core,O3,0.097362
446,2.7 GHz Intel Core i5 Dual-Core,O3,0.088367
447,2.7 GHz Intel Core i5 Dual-Core,O3,0.089054
448,2.7 GHz Intel Core i5 Dual-Core,O3,0.126646
449,2.7 GHz Intel Core i5 Dual-Core,O3,0.090381
450,2.7 GHz Intel Core i5 Dual-Core,O3,0.101888
451,2.7 GHz Intel Core i5 Dual-Core,O3,0.092178
452,2.7 GHz Intel Core i5 Dual-Core,O3,0.092523
453,2.7 GHz Intel Core i5 Dual-Core,O3,0.092273
454,2.7 GHz Intel Core i5 Dual-Core,O3,0.095981
455,2.7 GHz Intel Core i5 Dual-Core,O3,0.102998
456,2.7 GHz Intel Core i5 Dual-Core,O3,0.095837
457,2.7 GHz Intel Core i5 Dual-Core,O3,0.094421
458,2.7 GHz Intel Core i5 Dual-Core,O3,0.096115
459,2.7 GHz Intel Core i5 Dual-Core,O3,0.096950
460,2.7 GHz Intel Core i5 Dual-Core,O3,0.105732
461,2.7 GHz Intel Core i5 Dual-Core,O3,0.098905
462,2.7 GHz Intel Core i5 Dual-Core,O3,0.098394
463,2.7 GHz Intel Core i5 Dual-Core,O3,0.100029
464,2.7 GHz Intel Core i5 Dual-Core,O3,0.105840
465,2.7 GHz Intel Core i5 Dual-Core,O3,0.115387
466,2.7 GHz Intel Core i5 Dual-Core,O3,0.101533
467,2.7 GHz Intel Core i5 Dual-Core,O3,0.101546
468,2.7 GHz Intel Core i5 Dual-Core,O3,0.102623
469,2.7 GHz Intel Core i5 Dual-Core,O3,0.104005
470,2.7 GHz Intel Core i5 Dual-Core,O3,0.112049
471,2.7 GHz Intel Core i5 Dual-Core,O3,0.105780
472,2.7 GHz Intel Core i5 Dual-Core,O3,0.105748
473,2.7 GHz Intel Core i5 Dual-Core,O3,0.105677
474,2.7 GHz Intel Core i5 Dual-Core,O3,0.118910
475,2.7 GHz Intel Core i5 Dual-Core,O3,0.107425
476,2.7 GHz Intel Core i5 Dual-Core,O3,0.108539
477,2.7 GHz Intel Core i5 Dual-Core,O3,0.108627
478,2.7 GHz Intel Core i5 Dual-Core,O3,0.110035
479,2.7 GHz Intel Core i5 Dual-Core,O3,0.122909
480,2.7 GHz Intel Core i5 Dual-Core,O3,0.117124
481,2.7 GHz Intel Core i5 Dual-Core,O3,0.111427
482,2.7 GHz Intel Core i5 Dual-Core,O3,0.111649
483,2.7 GHz Intel Core i5 Dual-Core,O3,0.123145
484,2.7 GHz Intel Core i5 Dual-Core,O3,0.113899
485,2.7 GHz Intel Core i5 Dual-Core,O3,0.116008
486,2.7 GHz Intel Core i5 Dual-Core,O3,0.117385
487,2.7 GHz Intel Core i5 Dual-Core,O3,0.128930
488,2.7 GHz Intel Core i5 Dual-Core,O3,0.118355
489,2.7 GHz Intel Core i5 Dual-Core,O3,0.117579
490,2.7 GHz Intel Core i5 Dual-Core,O3,0.120635
491,2.7 GHz Intel Core i5 Dual-Core,O3,0.129894
492,2.7 GHz Intel Core i5 Dual-Core,O3,0.119787
493,2.7 GHz Intel Core i5 Dual-Core,O3,0.122554
494,2.7 GHz Intel Core i5 Dual-Core,O3,0.121564
495,2.7 GHz Intel Core i5 Dual-Core,O3,0.135483
496,2.7 GHz Intel Core i5 Dual-Core,O3,0.132115
497,2.7 GHz Intel Core i5 Dual-Core,O3,0.124812
498,2.7 GHz Intel Core i5 Dual-Core,O3,0.124855
499,2.7 GHz Intel Core i5 Dual-Core,O3,0.136790
500,2.7 GHz Intel Core i5 Dual-Core,O3,0.127381
